x,y,label
3.150399880277165,2.21419353763394,0
1.8377002066456427,4.447641796896739,0
3.657165221691541,2.9502851765131672,1
3.8105548084819345,3.2284094152302454,1
3.705342302750968,2.5437694101250954,0
2.2603072869352427,3.0821094547618864,1
2.2350912123015725,5.386923836996421,0
3.7766563145999497,3.1535892366988394,1
2.075384108669053,2.852636818452358,0
3.2248575775028696,5.7681170513116395,0
2.1894451915180655,4.771590584769755,1
3.9581056592911406,4.090418348122212,1
2.4218955910779414,5.577352024078954,0
3.924615891330947,5.147363181547641,0
3.8925854264527215,3.469900644134064,1
2.1894451915180655,3.2284094152302445,1
4.115731783065901,4.6626241948324205,0
2.849600119722835,5.78580646236606,0
3.2966563145999497,5.369521383465021,1
4.162299793354357,4.447641796896739,0
2.489064850121913,5.628688694438835,0
2.158745587157891,4.69372529070647,1
2.0869857443566526,4.444984471899923,1
3.8105548084819345,4.771590584769755,1
2.1074145735472785,4.530099355865936,1
3.970820393249937,5.058013454126452,0
2.1252376470943064,2.7678152093283606,0
3.699809882324555,4.985747832537312,1
2.0701601653165143,4.358113437517391,1
2.4856062768201634,2.784167787277098,1
4.2,4.0,0
3.9524301132618986,3.8195201436674027,1
2.057004239300459,3.7301709069965563,1
2.629179606750063,2.2880982706687236,0
3.120319904221732,5.428645169892848,1
2.2350912123015725,2.613076163003579,0
1.8842682169340983,4.66262419483242,0
2.342834778308459,2.9502851765131672,1
2.7751424224971304,5.7681170513116395,0
2.029179606750063,5.058013454126452,0
3.841254412842109,4.69372529070647,1
2.0869857443566526,3.5550155281000753,1
2.107414573547279,3.4699006441340634,1
3.0,5.8,0
3.150399880277165,5.78580646236606,0
3.514393723179837,2.7841677872770982,1
2.0570042393004586,4.269829093003444,1
3.4417494632216137,2.3264023254011477,0
2.075384108669053,5.147363181547641,0
2.5912518800975306,2.6970490444489315,1
1.8212552991255735,4.337286366254304,0
4.115731783065902,3.33737580516758,0
2.0701601653165143,3.641886562482609,1
1.9142075370407765,4.76640272481713,0
2.3001901176754447,4.985747832537312,1
4.178744700874427,4.337286366254304,0
3.9130142556433474,4.444984471899924,1
1.8212552991255737,3.6627136337456956,0
2.537516472862353,5.261881619263163,1
3.2966563145999492,2.6304786165349787,1
3.179886062002296,2.5855063589506884,1
3.564273842200775,2.835015528100076,1
1.802367925886074,4.113022935152764,0
3.3708203932499368,2.2880982706687236,0
2.357007846025204,5.519790265903627,0
4.0857924629592235,4.766402724817131,0
3.7766563145999497,4.8464107633011615,1
4.013193510602418,3.0355117690378064,0
3.5781044089220586,2.4226479759210457,0
3.060278898748141,2.5628415110632887,1
3.353399570577291,2.661121860320918,1
3.924615891330947,2.8526368184523587,0
4.051568016052636,4.867156613383088,0
3.8214565271144263,5.312143529358541,0
1.986806489397582,3.035511769037806,0
2.7612577083217396,2.6052402479747707,1
2.6466004294227092,5.338878139679082,1
3.578104408922058,5.577352024078955,0
2.7751424224971304,2.2318829486883605,0
3.0,2.5599999999999996,1
2.485606276820163,5.215832212722901,1
2.5375164728623534,2.7381183807368363,1
3.462483527137647,2.7381183807368368,1
2.1785434728855737,2.687856470641459,0
1.8377002066456427,3.552358203103261,0
3.868633970367379,4.613122179853705,1
1.8,3.9999999999999996,0
3.929839834683486,3.6418865624826093,1
1.9484319839473638,3.132843386616912,0
1.8094623584226266,4.225599820415748,0
3.8747623529056945,2.767815209328361,0
3.2984278645978256,5.743449690031536,0
1.9142075370407767,3.233597275182869,0
2.223343685400051,3.1535892366988385,1
3.841254412842109,3.30627470929353,1
2.7612577083217396,5.394759752025228,1
2.1785434728855737,5.312143529358541,0
2.131366029632621,3.3868778201462955,1
3.868633970367379,3.386877820146296,1
4.197632074113926,4.113022935152764,0
1.8094623584226266,3.7744001795842523,0
2.0418943407088594,4.090418348122211,1
2.7033436854000503,5.369521383465021,1
2.0418943407088594,3.909581651877789,1
3.9429957606995414,4.269829093003444,1
4.197632074113926,3.886977064847236,0
3.5143937231798366,5.215832212722901,1
3.8214565271144263,2.687856470641459,0
2.924651376564824,2.2035518888291112,0
3.2387422916782604,5.394759752025228,1
3.9581056592911406,3.909581651877789,1
3.3708203932499368,5.711901729331276,0
3.6998098823245553,3.014252167462689,1
2.7015721354021744,2.256550309968464,0
3.8925854264527215,4.530099355865937,1
3.7649087876984275,5.386923836996421,0
4.051568016052636,3.1328433866169125,0
3.238742291678261,2.605240247974771,1
3.9524301132618986,4.180479856332598,1
2.894365649547309,3.785406275568766,2
2.9779105947165365,3.8765275872575278,2
3.104115267414674,3.7711317220753715,2
2.9638159395843697,3.8792158744413485,2
3.4381399457939468,3.6207278154217812,2
3.1585613731838693,3.875293854064042,2
2.9467562987992757,4.006522909338671,2
3.0243642541982876,4.225896781582384,2
3.0084427493431187,4.116563042743165,2
3.0497598322775543,3.9406717695258275,2
3.232067713998754,4.073898543275145,2
2.961632889527677,3.8224742071830327,2
3.003481881660001,3.7755962542506225,2
3.008733798635678,3.954737151497279,2
3.4371150813066325,3.7207007329023725,2
3.0464989118357475,4.136510281372897,2
2.861667849654938,3.9206492946288045,2
3.1006369626870653,4.258645176506453,2
3.160372206374269,4.009313459684829,2
2.7454882489508012,4.062709544092686,2
3.099042264795592,3.9650593680514996,2
3.1025859640836018,3.940381432979457,2
3.348962352843296,3.847758619820979,2
3.105893064870542,4.0275402419994775,2
3.015564225582541,4.123676052399705,2
2.9387591974743255,4.1655949285214495,2
3.0240317904963256,4.123440621941484,2
3.0638078192114198,3.950125924904518,2
2.7539883728666075,4.110107499195243,2
2.9754219548962704,3.8128461131481863,2
3.0600340639911656,3.9295500307012965,2
2.725376535950649,4.0630318784084585,2
3.331960435421974,4.148408832115467,2
3.0701091957328215,3.7375433177525137,2
3.2397835759803013,4.0370312834967885,2
3.1692321295170065,3.8280968118336025,2
3.148111290219255,3.809259879638413,2
2.9950766088248444,3.844967676166168,2
3.2077649203718828,4.437395929394851,2
2.865867542742194,4.075512757264184,2
3.0846988708128227,4.015468013669712,2
3.292421587408995,3.5879718581004694,2
2.760146393532963,4.172669063508804,2
3.037312278197657,4.082010329441651,2
3.08069832835816,4.118715704647413,2
2.779876164557416,4.228944741967923,2
3.2263258774902854,4.303963363284439,2
2.865750773832636,3.9974670802162198,2
3.1801711898528824,3.8632544281651335,2
3.0460189470728767,4.152402236062405,2
3.0882728887137163,3.9799689533433003,2
3.1737772314011736,4.150082327973002,2
3.131809959220042,3.6745123318767483,2
3.0381830969334933,4.420051027295768,2
2.8965811084159543,3.8005946344699475,2
2.931229264885785,4.008719371366849,2
2.6284036271106497,4.247232806090564,2
2.965514358489913,3.824428316415726,2
2.849120411800669,4.250573631046658,2
2.955534371477928,3.9598483862140004,2
3.1972670375642482,4.042706780267088,2
3.120463856059126,4.0840564407294115,2
3.2242835416471327,4.081780107587366,2
3.2547511860317555,4.393420349850947,2
3.5056651413612796,3.950273044456908,2
3.057117465050852,4.177028232854146,2
3.2662914225175186,3.9425384273047963,2
3.2267538884670874,3.780021746537194,2
3.162190334560711,4.208888418941452,2
2.9105742870428,4.2449015409610995,2
2.7810176308517915,4.033876486611733,2
3.380931741668196,4.222211339712101,2
2.958221153325044,4.11732463823644,2
2.7765379302729443,4.046883139563419,2
3.0320074138895663,4.175233784223245,2
2.9626860456185304,3.979650825494171,2
2.8706166623490184,4.180297378329742,2
3.3248690727326484,3.877648717269985,2
2.875999831210374,4.139606406814444,2
3.0977036293074995,3.9848856573957887,2
3.325530150629781,4.067602339314895,2
2.711177238914082,3.89910682741071,2
3.056133015424528,3.9853774592505444,2
2.946422384074797,4.106071093347637,2
2.9355165591972985,3.923189129066317,2
3.010161550955206,3.8726008706861292,2
3.180318144118559,4.100498867780374,2
3.063126989448321,3.5955597568351996,2
2.86256545997608,3.830958871700256,2
3.1125522193238053,4.048147418447546,2
2.8505683412498324,4.338490920205549,2
2.771496360395572,3.9301314555174245,2
3.0396599440253538,4.023801729161492,2
2.9922608981467897,3.676845529059341,2
2.937976645296388,3.5130324471785723,2
2.9727110512207933,3.976189162445038,2
3.167796682774901,4.186220416260712,2
3.173081525864936,3.5396922606239434,2
3.1360139679756207,3.936039680220266,2
2.9249430099819773,3.8722539185091556,2
